Longitude,Latitude,evapproxy,premin,premax,salmin,salmax,minairtemp,maxairtemp,minsst,maxsst,minsoilmoist,maxsoilmoist,stddev_elevdepth,Min_czcs,Max_czcs,runoffnew,Wave_heigh,Tideformproxy,ClusterIds
151.5,-32.5,5115.6,75.0,75.0,3553.0,3560.0,278.0,297.0,292362.0,296914.0,1.0,15.0,3687.71,-9999.0,-9999.0,300.0,3.0,4.0,1.0
152.5,-32.5,5289.18,75.0,120.0,3549.0,3560.0,278.0,297.0,293017.0,297705.0,1.0,13.0,4144.1,0.32,0.49,0.0,3.0,4.0,1.0
115.5,-33.5,4624.23,8.0,150.0,3565.0,3569.0,281.0,295.0,292430.0,294423.0,1.0,5.0,2548.24,0.28,0.92,0.0,3.0,2.0,1.0
119.5,-33.5,3556.8,18.0,38.0,3536.0,3574.0,277.0,299.0,289763.0,292053.0,1.0,6.0,4005.79,-9999.0,-9999.0,25.0,5.0,2.0,1.0
120.5,-33.5,4958.94,18.0,75.0,3535.0,3576.0,277.0,300.0,289651.0,291978.0,1.0,6.0,3544.59,-9999.0,-9999.0,25.0,5.0,2.0,1.0
121.5,-33.5,5277.8,18.0,38.0,3540.0,3580.0,277.0,300.0,289312.0,291736.0,1.0,6.0,3076.82,0.16,0.52,25.0,5.0,2.0,1.0
122.5,-33.5,4536.87,18.0,75.0,3545.0,3583.0,277.0,299.0,289176.0,291656.0,1.0,5.0,3675.64,0.25,0.61,25.0,5.0,3.0,1.0
123.5,-33.5,5594.41,18.0,59.14,3551.0,3584.0,277.0,300.0,289169.0,291683.0,0.0,4.0,3360.47,0.21,0.91,0.0,4.0,3.0,1.0
124.5,-33.5,5202.12,18.0,43.29,3559.0,3589.0,276.8,299.9,289300.0,291840.0,0.09,0.0,1655.44,0.2,0.54,0.0,4.0,3.0,1.0
134.5,-33.5,3877.56,14.36,44.73,3581.0,3601.0,277.4,300.5,289070.0,291773.0,0.0,0.0,1965.49,0.21,1.0,0.0,3.0,3.0,1.0
135.5,-33.5,3626.0,8.0,38.0,3590.0,3613.0,277.0,301.0,288580.0,291212.0,0.0,5.0,2501.75,0.34,0.98,25.0,3.0,4.5,1.0
136.5,-33.5,3988.14,18.0,38.0,3603.0,3628.0,277.0,300.0,288146.0,290725.0,0.0,4.0,3657.81,0.33,0.7,25.0,3.0,4.5,1.0
137.5,-33.5,4789.8,18.0,38.0,3620.0,3650.0,277.0,300.0,288087.0,290700.0,0.0,5.0,2062.8,1.92,2.57,25.0,3.0,4.5,1.0
138.5,-33.5,1747.8,18.0,38.0,3614.0,3642.0,275.0,302.0,288074.0,290666.0,0.0,6.0,3874.94,4.06,5.63,25.0,3.0,4.5,1.0
151.5,-33.5,4696.56,75.0,150.0,3553.0,3556.0,279.0,296.0,291610.0,295987.0,1.0,11.0,3882.27,0.19,0.46,300.0,3.0,4.0,1.0
115.5,-34.5,4346.76,18.0,150.0,3564.0,3567.0,282.0,292.0,290567.0,292873.0,0.0,3.0,2705.56,0.2,0.75,0.0,3.0,2.0,1.0
116.5,-34.5,3686.43,18.0,150.0,3560.0,3568.0,280.0,295.0,290434.0,292689.0,2.0,7.0,3740.65,-9999.0,-9999.0,25.0,5.0,2.0,1.0
118.5,-34.5,3936.52,8.0,38.0,3545.0,3572.0,279.0,296.0,289605.0,291927.0,1.0,6.0,3051.3,0.11,0.39,25.0,5.0,2.0,1.0
119.5,-34.5,4081.7,14.0,45.4,3534.0,3574.0,277.8,298.1,289820.0,292100.0,1.0,0.0,3472.23,0.12,0.29,0.0,5.0,2.0,1.0
122.5,-34.5,5015.64,18.0,62.67,3539.0,3582.0,277.0,299.5,289230.0,291673.0,0.77,4.67,3976.76,0.13,0.34,19.0,5.0,3.0,1.0
123.5,-34.5,5255.36,18.0,75.0,3550.0,3581.0,277.0,299.8,289007.0,291530.0,0.37,3.46,3935.51,0.16,0.37,6.0,4.0,3.0,1.0
135.5,-34.5,4428.0,18.0,75.0,3587.0,3608.0,279.0,295.0,288154.0,290646.0,0.0,3.0,1778.5,0.21,0.86,0.0,3.0,4.5,1.0
136.5,-34.5,4451.78,16.95,51.63,3608.0,3635.0,277.8,298.4,288087.0,290700.0,0.0,0.0,1479.09,0.27,0.78,0.0,3.0,4.5,1.0
137.5,-34.5,4673.34,18.0,38.0,3595.0,3618.0,278.0,298.0,287984.0,290499.0,0.0,5.0,1948.42,0.65,1.24,25.0,3.0,4.5,1.0
138.5,-34.5,3695.12,18.0,75.0,3593.0,3614.0,276.0,300.0,287931.0,290416.0,0.0,6.0,2990.38,0.55,1.31,25.0,3.0,4.5,1.0
150.5,-34.5,3582.08,75.0,75.0,3554.0,3558.0,277.0,297.0,291419.0,295647.0,1.0,15.0,3679.85,0.2,0.4,300.0,3.0,4.0,1.0
151.5,-34.5,4024.68,75.0,108.33,3553.0,3556.0,277.6,296.5,291610.0,295987.0,1.0,13.34,5246.04,0.17,0.36,245.0,3.0,4.0,1.0
172.5,-34.5,4504.92,75.0,150.0,3553.0,3564.0,282.0,292.0,289670.0,293557.0,0.0,0.0,4305.32,0.36,0.59,0.0,3.0,6.0,1.0
116.5,-35.5,3856.28,18.0,150.0,3559.0,3568.0,280.7,294.3,289597.0,291907.0,1.26,5.63,4642.13,0.11,0.31,17.0,5.0,2.0,1.0
117.5,-35.5,4106.88,13.0,94.0,3555.0,3570.0,279.5,294.9,289433.0,291803.0,1.25,5.07,4398.3,0.12,0.57,25.0,5.0,2.0,1.0
118.5,-35.5,4053.7,8.0,38.0,3547.0,3572.0,279.0,296.3,289477.0,291820.0,1.14,4.53,4872.01,0.1,0.3,17.0,5.0,2.0,1.0
135.5,-35.5,4511.23,16.33,68.83,3574.0,3593.0,278.7,296.5,288067.0,290337.0,0.0,0.0,4859.83,0.11,0.45,0.0,3.0,4.5,1.0
136.5,-35.5,4883.94,18.0,62.67,3573.0,3589.0,278.4,296.9,287877.0,290397.0,0.0,1.92,2735.81,0.21,0.71,7.0,3.0,4.5,1.0
137.5,-35.5,4913.18,18.0,75.0,3587.0,3606.0,279.0,294.0,287993.0,290460.0,0.0,3.0,1215.42,0.46,1.38,25.0,3.0,4.5,1.0
138.5,-35.5,4227.5,18.0,57.73,3578.0,3596.0,277.0,299.0,287787.0,290175.0,0.0,6.0,2112.57,0.5,1.27,0.0,3.0,4.5,1.0
139.5,-35.5,4488.51,18.0,38.0,3567.0,3583.0,277.0,299.0,287586.0,289839.0,0.0,7.0,1142.36,0.43,1.3,25.0,3.0,4.5,1.0
150.5,-35.5,2407.02,62.67,75.0,3555.0,3561.0,276.0,296.0,290824.0,294620.0,1.0,14.0,4158.21,0.2,0.49,0.0,3.0,4.0,1.0
173.5,-35.5,4473.92,75.0,150.0,3550.0,3560.0,282.0,292.0,289743.0,293643.0,0.0,3.0,3004.33,0.31,1.24,0.0,3.0,6.0,1.0
174.5,-35.5,4934.08,75.0,150.0,3553.0,3561.0,281.0,292.0,289287.0,293367.0,0.55,0.0,3440.5,0.31,0.85,0.0,2.0,6.0,1.0
136.5,-36.5,4914.9,18.0,75.0,3561.0,3573.0,279.0,295.8,287547.0,289850.0,0.0,0.0,4810.74,0.15,0.37,0.0,3.0,4.5,1.0
137.5,-36.5,4905.87,18.0,67.6,3565.0,3577.0,278.3,296.7,287623.0,289903.0,0.0,0.0,2830.75,0.17,0.58,0.0,3.0,4.5,1.0
139.5,-36.5,4382.92,18.0,50.33,3568.0,3583.0,277.5,297.2,287557.0,289770.0,0.0,0.0,1469.33,0.33,1.07,0.0,3.0,4.5,1.0
149.5,-36.5,2170.08,38.0,75.0,3555.0,3563.0,275.0,294.0,290411.0,293930.0,1.0,14.0,3952.68,0.2,0.46,300.0,3.0,6.0,1.0
150.5,-36.5,2414.77,43.29,75.0,3557.0,3564.0,276.1,294.5,290657.0,294287.0,0.83,12.8,4849.29,0.18,0.43,191.0,3.0,4.0,1.0
173.5,-36.5,4586.56,75.0,150.0,3542.0,3554.0,281.0,292.0,288487.0,292803.0,0.55,3.17,5099.78,0.29,1.33,0.0,3.0,6.0,1.0
174.5,-36.5,4857.92,75.0,150.0,3542.0,3553.0,280.0,292.0,288857.0,292992.0,1.0,7.0,1636.24,0.83,3.1,0.0,3.0,8.0,1.0
175.5,-36.5,5834.22,75.0,150.0,3545.0,3556.0,279.0,292.0,289060.0,293137.0,0.91,0.0,2490.88,0.91,1.82,0.0,2.0,6.0,1.0
139.5,-37.5,4232.06,18.0,67.6,3547.0,3564.0,278.6,294.2,287263.0,289443.0,0.0,3.14,4126.96,0.28,0.7,14.0,3.0,4.5,1.0
140.5,-37.5,4190.62,18.0,75.0,3547.0,3562.0,279.0,292.0,287297.0,289304.0,0.0,6.0,1506.95,0.75,1.95,25.0,3.0,3.0,1.0
144.5,-37.5,3045.24,75.0,75.0,3543.0,3550.0,275.0,296.0,286409.0,289446.0,1.0,16.0,3844.85,-9999.0,-9999.0,25.0,3.0,4.0,1.0
145.5,-37.5,707.04,75.0,150.0,3544.0,3552.0,275.0,295.0,286324.0,289807.0,1.0,16.0,4078.98,-9999.0,-9999.0,150.0,3.0,6.0,1.0
147.5,-37.5,2552.1,38.0,75.0,3548.0,3559.0,276.0,293.0,286730.0,290442.0,1.0,11.0,3714.62,-9999.0,-9999.0,600.0,3.0,6.0,1.0
148.5,-37.5,3250.24,38.0,75.0,3550.0,3560.0,276.0,292.0,287974.0,291543.0,1.0,10.0,3546.07,-9999.0,-9999.0,600.0,3.0,6.0,1.0
149.5,-37.5,3746.16,38.0,75.0,3552.0,3562.0,278.0,292.0,289520.0,292951.0,0.0,8.0,3721.52,0.22,0.6,300.0,3.0,6.0,1.0
150.5,-37.5,3420.0,38.0,75.0,3552.0,3562.0,276.8,293.0,289920.0,293217.0,0.5,10.5,5244.44,0.19,0.48,300.0,3.0,6.0,1.0
174.5,-37.5,3517.28,75.0,150.0,3531.0,3542.0,278.8,291.7,288317.0,292547.0,0.92,0.0,4277.86,0.52,2.54,0.0,3.0,8.0,1.0
175.5,-37.5,3271.0,75.0,150.0,3537.0,3548.0,278.0,292.0,288774.0,292877.0,1.0,11.0,2531.18,2.0,2.94,1200.0,3.0,8.0,1.0
176.5,-37.5,3371.76,75.0,150.0,3539.0,3551.0,277.7,291.9,289247.0,293227.0,1.0,7.03,4030.19,0.34,1.19,840.0,2.0,8.0,1.0
177.5,-37.5,3540.9,75.0,150.0,3541.0,3555.0,278.0,292.0,289183.0,293247.0,1.0,6.65,4843.54,0.29,0.92,750.0,2.0,6.0,1.0
178.5,-37.5,3556.56,75.0,150.0,3543.0,3556.0,278.0,292.0,288650.0,293003.0,1.0,2.94,4736.75,0.23,0.76,400.0,3.0,6.0,1.0
140.5,-38.5,4038.12,22.0,75.0,3539.0,3554.0,278.8,292.0,287210.0,289090.0,0.0,3.47,4902.34,0.21,0.54,19.0,3.0,3.0,4.0
141.5,-38.5,3530.88,32.29,75.0,3542.0,3555.0,278.1,292.0,287283.0,289080.0,0.0,0.0,3799.5,0.19,0.62,0.0,3.0,3.0,4.0
142.5,-38.5,2882.52,38.0,75.0,3544.0,3555.0,278.0,292.0,287283.0,289080.0,0.0,10.0,2447.97,0.15,0.89,75.0,3.0,3.0,4.0
143.5,-38.5,2989.61,38.0,75.0,3540.0,3548.0,277.0,292.0,286691.0,289175.0,0.0,10.0,3540.44,0.21,1.07,300.0,3.0,3.0,4.0
144.5,-38.5,2996.86,63.44,84.38,3547.0,3553.0,276.4,293.3,286193.0,289693.0,0.63,0.0,1457.11,0.19,0.88,0.0,3.0,3.0,4.0
145.5,-38.5,3915.34,75.0,75.0,3539.0,3547.0,277.0,292.0,286352.0,289624.0,1.0,10.0,2388.47,0.17,1.11,300.0,3.0,3.0,4.0
146.5,-38.5,3888.33,75.0,75.0,3541.0,3551.0,278.0,291.0,286546.0,290089.0,0.0,7.0,2865.48,0.26,1.76,300.0,3.0,6.0,4.0
147.5,-38.5,3214.8,54.82,75.0,3554.0,3564.0,276.8,292.0,286657.0,290533.0,0.64,0.0,1043.0,0.21,1.03,0.0,3.0,6.0,4.0
174.5,-38.5,3372.03,75.0,150.0,3516.0,3527.0,277.3,291.0,287873.0,291963.0,1.0,0.0,4617.44,0.4,2.25,0.0,3.0,8.0,4.0
177.5,-38.5,3257.8,75.0,150.0,3536.0,3550.0,278.0,292.0,288404.0,292638.0,1.0,10.0,3870.65,0.76,2.01,1200.0,3.0,6.0,4.0
178.5,-38.5,3284.55,75.0,150.0,3541.0,3558.0,278.0,292.0,288087.0,292577.0,1.0,0.0,4838.9,0.27,1.13,0.0,3.0,6.0,4.0
143.5,-39.5,3031.95,38.0,75.0,3534.0,3540.0,277.3,292.4,286743.0,288830.0,0.21,0.0,3218.23,0.22,0.62,0.0,3.0,3.0,4.0
144.5,-39.5,3600.26,60.2,75.0,3535.0,3542.0,276.6,292.3,286307.0,289247.0,0.56,3.9,647.172,0.3,0.78,61.0,3.0,3.0,4.0
146.5,-39.5,3115.18,75.0,75.0,3537.0,3547.0,277.4,290.8,286333.0,289927.0,0.64,0.0,963.006,0.15,0.68,0.0,3.0,4.5,4.0
147.5,-39.5,3104.92,56.5,75.0,3540.0,3552.0,277.2,290.3,286690.0,290287.0,0.76,0.0,1104.35,0.3,0.99,0.0,3.0,4.5,4.0
148.5,-39.5,3687.36,38.0,75.0,3542.0,3555.0,276.8,290.1,287540.0,290700.0,0.8,0.0,3375.67,0.38,0.82,0.0,3.0,4.5,4.0
173.5,-39.5,4173.84,75.0,150.0,3496.0,3505.0,276.8,289.8,287563.0,291480.0,1.0,0.0,3817.31,0.28,1.02,0.0,3.0,8.0,4.0
174.5,-39.5,4071.5,75.0,150.0,3502.0,3510.0,277.0,290.0,287478.0,291358.0,1.0,11.0,3531.95,0.49,2.01,0.0,3.0,8.0,4.0
175.5,-39.5,2950.29,75.0,150.0,3509.0,3518.0,276.0,291.0,287521.0,291485.0,1.0,16.0,4068.6,-9999.0,-9999.0,1200.0,3.0,8.0,4.0
176.5,-39.5,2920.86,75.0,150.0,3520.0,3532.0,276.0,292.0,287671.0,291805.0,1.0,16.0,3836.57,-9999.0,-9999.0,1200.0,3.0,6.0,4.0
177.5,-39.5,3062.34,68.27,150.0,3527.0,3539.0,276.9,291.7,287630.0,291857.0,1.0,0.0,4281.37,0.26,0.86,0.0,3.0,6.0,4.0
144.5,-40.5,3620.05,150.0,150.0,3524.0,3532.0,277.0,289.1,286173.0,288717.0,0.85,0.0,966.938,0.62,1.12,0.0,3.0,3.0,4.0
145.5,-40.5,1739.7,121.88,134.38,3525.0,3536.0,276.6,288.6,286290.0,289320.0,0.92,0.0,1872.66,0.27,0.89,0.0,3.0,3.0,4.0
146.5,-40.5,981.53,83.44,91.67,3527.0,3540.0,276.7,288.5,286453.0,289743.0,0.92,4.41,2472.89,0.15,0.65,396.0,3.0,4.5,4.0
147.5,-40.5,767.76,48.57,75.0,3529.0,3543.0,276.7,288.5,286753.0,290110.0,0.94,0.0,2420.62,0.31,1.07,0.0,3.0,4.5,4.0
148.5,-40.5,774.9,38.0,75.0,3532.0,3546.0,277.0,289.0,286963.0,290144.0,1.0,10.0,2900.67,0.62,0.9,0.0,3.0,4.5,4.0
172.5,-40.5,3830.4,125.0,150.0,3494.0,3502.0,276.3,288.2,287137.0,291157.0,1.1,0.0,4074.77,0.54,0.82,0.0,3.0,6.0,4.0
173.5,-40.5,3454.11,90.0,150.0,3492.0,3500.0,276.7,288.9,287373.0,291093.0,0.93,0.0,2551.22,0.81,1.01,0.0,3.0,8.0,4.0
174.5,-40.5,3502.07,72.53,150.0,3494.0,3499.0,277.0,290.1,287213.0,290800.0,0.89,0.0,3892.85,0.55,1.05,0.0,3.0,8.0,4.0
175.5,-40.5,2861.25,75.0,150.0,3500.0,3508.0,277.0,291.0,287038.0,290943.0,1.0,12.0,3347.4,0.37,1.19,0.0,3.0,6.0,4.0
176.5,-40.5,2982.46,38.0,150.0,3513.0,3523.0,277.0,291.0,287250.0,291410.0,1.0,11.0,4163.69,0.31,0.83,600.0,3.0,6.0,4.0
144.5,-41.5,1597.32,139.29,167.86,3510.0,3520.0,276.6,287.7,285783.0,287883.0,1.0,5.22,4342.61,0.16,0.84,462.0,3.0,3.0,4.0
145.5,-41.5,303.88,150.0,150.0,3520.0,3531.0,277.0,288.0,286110.0,288834.0,1.0,10.0,3988.47,0.3,0.78,1200.0,3.0,3.0,4.0
146.5,-41.5,303.08,75.0,75.0,3522.0,3535.0,276.0,288.0,286346.0,289288.0,1.0,12.0,3725.34,0.26,1.01,1200.0,3.0,4.5,4.0
147.5,-41.5,603.33,38.0,75.0,3523.0,3538.0,277.0,288.0,286674.0,289618.0,1.0,9.0,3822.23,0.41,1.53,1200.0,3.0,4.5,4.0
148.5,-41.5,1089.66,43.29,75.0,3524.0,3540.0,276.7,288.4,287123.0,289897.0,1.0,7.05,4386.69,0.42,0.71,514.0,3.0,4.5,4.0
171.5,-41.5,2847.22,135.0,230.0,3495.0,3504.0,274.9,287.9,286123.0,290800.0,1.47,10.7,4467.95,0.78,1.14,200.0,4.0,6.0,4.0
172.5,-41.5,2009.26,150.0,150.0,3489.0,3498.0,276.0,288.0,286542.0,290715.0,1.0,12.0,4040.72,1.52,2.29,0.0,4.0,6.0,4.0
173.5,-41.5,3453.95,75.0,150.0,3487.0,3495.0,277.0,288.0,286592.0,290489.0,1.0,8.0,3728.83,1.2,1.62,1200.0,3.0,6.0,4.0
174.5,-41.5,3506.88,80.36,150.0,3488.0,3494.0,277.1,289.3,286443.0,290147.0,0.74,5.89,4156.99,0.93,1.37,480.0,3.0,8.0,4.0
175.5,-41.5,3038.31,75.0,150.0,3493.0,3501.0,278.0,290.0,286595.0,290490.0,0.0,4.0,4487.35,0.44,1.04,600.0,3.0,6.0,4.0
176.5,-41.5,2973.1,61.55,150.0,3496.0,3508.0,277.3,290.7,286610.0,290657.0,0.66,8.42,5310.65,0.28,0.87,545.0,3.0,6.0,4.0
145.5,-42.5,1070.81,150.0,250.0,3501.0,3517.0,276.0,287.0,285586.0,287790.0,1.0,10.0,3552.42,0.35,2.75,0.0,3.0,3.0,4.0
147.5,-42.5,1759.78,38.0,75.0,3506.0,3524.0,276.0,288.0,286211.0,288517.0,1.0,11.0,3702.07,0.45,1.02,600.0,3.0,4.5,4.0
148.5,-42.5,1490.24,38.0,75.0,3512.0,3530.0,276.4,288.0,286660.0,289020.0,0.91,7.65,4732.49,0.31,0.74,533.0,3.0,4.5,4.0
170.5,-42.5,2125.0,126.18,288.64,3478.0,3495.0,273.1,287.5,285983.0,290640.0,1.87,13.73,5045.0,0.85,1.28,1200.0,4.0,6.0,4.0
171.5,-42.5,1951.74,150.0,350.0,3477.0,3491.0,274.0,288.0,285637.0,290256.0,2.0,15.0,4075.14,1.74,2.71,0.0,4.0,6.0,4.0
173.5,-42.5,2361.15,75.0,150.0,3474.0,3483.0,276.0,288.0,285459.0,289608.0,1.0,10.0,4357.23,0.67,1.96,1200.0,3.0,6.0,4.0
174.5,-42.5,2917.5,75.0,150.0,3476.0,3485.0,276.8,288.6,285287.0,289370.0,0.81,7.67,5336.96,0.55,1.61,933.0,3.0,6.0,4.0
145.5,-43.5,737.7,116.67,194.44,3482.0,3504.0,276.6,287.2,285037.0,286880.0,0.62,8.31,4915.53,0.44,1.46,600.0,3.0,3.0,4.0
146.5,-43.5,731.17,75.0,150.0,3489.0,3510.0,277.0,287.0,285450.0,287338.0,0.0,7.0,4024.49,0.79,1.85,1200.0,3.0,3.0,4.0
147.5,-43.5,1280.96,54.44,108.33,3490.0,3511.0,276.6,287.5,285503.0,287320.0,0.62,0.0,4059.24,0.37,1.04,0.0,3.0,4.5,4.0
148.5,-43.5,1853.06,50.33,100.0,3497.0,3514.0,276.3,287.7,285920.0,287893.0,0.74,4.64,5414.22,0.26,0.68,343.0,3.0,4.5,4.0
168.5,-43.5,2051.75,230.0,350.0,3431.0,3472.0,273.8,285.4,285887.0,290103.0,1.52,12.42,5247.26,0.53,0.77,2400.0,4.0,6.0,4.0
169.5,-43.5,1989.9,139.0,266.67,3463.0,3490.0,272.9,286.5,286010.0,290477.0,1.81,12.47,4631.91,0.68,1.13,2000.0,4.0,6.0,4.0
170.5,-43.5,1736.16,150.0,350.0,3459.0,3480.0,273.0,287.0,285148.0,289747.0,2.0,14.0,3936.67,1.52,2.3,2400.0,4.0,6.0,4.0
171.5,-43.5,2590.67,75.0,150.0,3449.0,3465.0,272.0,288.0,283894.0,288616.0,2.0,17.0,3995.22,-9999.0,-9999.0,1200.0,3.0,6.0,4.0
172.5,-43.5,3244.96,75.0,150.0,3450.0,3463.0,274.0,288.0,283846.0,288471.0,1.0,13.0,2815.2,0.91,2.18,1200.0,3.0,6.0,4.0
173.5,-43.5,2765.7,75.0,150.0,3448.0,3459.0,274.9,288.0,283840.0,288420.0,1.16,11.18,3427.93,0.38,1.65,1200.0,3.0,6.0,4.0
167.5,-44.5,2967.72,250.0,300.0,3406.0,3462.0,273.5,285.1,285340.0,289367.0,2.09,13.55,4909.1,0.71,1.15,2400.0,5.0,6.0,4.0
168.5,-44.5,1965.04,250.0,350.0,3426.0,3470.0,274.0,285.0,285413.0,289512.0,1.0,11.0,4047.77,1.02,1.64,2400.0,4.0,6.0,4.0
170.5,-44.5,1998.1,38.0,75.0,3438.0,3458.0,272.0,286.0,283489.0,288116.0,2.0,14.0,4072.75,-9999.0,-9999.0,1200.0,4.0,6.0,4.0
171.5,-44.5,2480.8,75.2,160.0,3425.0,3441.0,272.7,287.1,282247.0,287120.0,1.87,0.0,4384.69,0.6,1.69,0.0,3.0,6.0,4.0
166.5,-45.5,5498.48,250.0,250.0,3412.0,3467.0,273.0,285.1,284310.0,287943.0,2.71,13.13,4658.72,1.05,2.59,2400.0,5.0,6.0,4.0
167.5,-45.5,3094.4,250.0,250.0,3418.0,3462.0,273.0,285.0,284053.0,287680.0,3.0,16.0,3970.3,2.03,2.77,2400.0,5.0,6.0,4.0
170.5,-45.5,2086.25,38.0,75.0,3430.0,3446.0,273.0,286.0,282328.0,286833.0,2.0,9.0,3616.17,1.12,2.35,1200.0,4.0,6.0,4.0
171.5,-45.5,2331.45,43.29,85.71,3426.0,3442.0,272.6,286.5,282017.0,286703.0,1.91,8.25,5328.62,0.44,1.28,764.0,3.0,6.0,4.0
166.5,-46.5,5146.96,191.67,216.67,3428.0,3465.0,273.3,285.3,283597.0,286957.0,3.0,9.2,5024.19,0.77,2.9,1200.0,5.0,6.0,4.0
167.5,-46.5,4858.36,152.78,194.44,3417.0,3456.0,273.7,285.5,283020.0,286440.0,2.73,10.06,4279.99,1.03,3.46,1154.0,4.0,6.0,4.0
168.5,-46.5,3406.22,75.0,150.0,3428.0,3456.0,274.0,286.0,282968.0,286420.0,3.0,14.0,2827.57,1.54,4.01,1200.0,4.0,6.0,4.0
169.5,-46.5,2593.76,75.0,150.0,3431.0,3448.0,275.0,286.0,282251.0,286082.0,2.0,10.0,3863.73,0.25,1.7,600.0,4.0,6.0,4.0
170.5,-46.5,2160.75,56.5,112.5,3429.0,3444.0,273.8,286.0,281943.0,286090.0,2.1,9.63,4907.89,0.35,1.05,960.0,4.0,6.0,4.0
167.5,-47.5,4883.5,133.33,183.33,3437.0,3456.0,273.7,285.7,282820.0,285937.0,2.79,0.0,4268.57,0.55,2.39,0.0,4.0,6.0,4.0
168.5,-47.5,4237.64,75.0,150.0,3441.0,3453.0,274.3,285.9,282347.0,285697.0,2.71,8.22,4696.11,0.32,1.56,600.0,4.0,6.0,4.0
